student_id,cgpa,academic_backlogs,internships,internship_quality,certifications,projects,communication_skills,extra_curricular,college_tier,branch,placement_rate,market_demand,region,year,placed_3m,placed_6m,placed_12m,salary_lpa,delayed_placement_risk,loan_amount,emi_monthly,income_coverage_ratio
STUD_01397,5.88,1,0,none,0,6,5.9,1,2,MBA,0.749,high,South,2026,0,1,1,8.94,0,2353000.0,51158.0,10.0
STUD_01398,6.33,0,1,high,2,1,8.1,3,3,MBA,0.555,medium,South,2023,0,1,1,9.09,0,1809000.0,30972.0,10.0
STUD_01399,8.94,1,4,none,0,5,10.0,4,2,Electrical,0.669,high,East,2025,0,1,1,9.81,0,1944000.0,33280.0,10.0
STUD_01400,6.71,1,2,high,1,1,7.5,2,3,CSE,0.566,high,East,2025,0,1,1,7.57,0,1582000.0,27082.0,10.0
STUD_01401,6.24,2,1,high,1,7,7.8,2,1,MBA,0.709,low,North,2026,0,0,1,9.16,0,1724000.0,23749.0,10.0
STUD_01402,8.14,0,1,none,0,6,7.7,3,3,CSE,0.553,high,East,2024,1,1,1,9.86,0,2622000.0,36116.0,10.0
STUD_01403,8.92,0,0,high,5,5,6.4,0,3,ECE,0.534,low,North,2025,0,1,1,8.19,0,2583000.0,56160.0,10.0
STUD_01404,8.36,0,0,medium,4,4,5.7,4,2,CSE,0.633,high,South,2023,0,1,1,10.07,0,1319000.0,22586.0,10.0
STUD_01405,8.7,2,3,high,0,4,7.5,0,2,CSE,0.666,high,South,2024,0,1,1,10.67,0,2515000.0,34643.0,10.0
STUD_01406,6.59,1,0,none,3,2,7.3,4,2,Civil,0.604,high,East,2025,0,1,1,8.12,0,1304000.0,28354.0,10.0
STUD_01407,5.79,3,0,medium,2,1,7.4,1,3,CSE,0.49,medium,North,2026,0,1,1,6.32,1,1640000.0,28087.0,10.0
STUD_01408,9.3,0,4,low,1,3,4.8,1,1,Mechanical,0.775,high,South,2025,1,1,1,11.0,0,2628000.0,36198.0,10.0
STUD_01409,7.11,1,1,none,3,2,7.5,1,2,ECE,0.623,high,East,2023,0,1,1,8.08,0,2341000.0,32248.0,10.0
STUD_01410,7.2,1,0,medium,2,4,4.3,0,1,CSE,0.733,high,North,2024,1,1,1,9.98,0,996000.0,13714.0,10.0
STUD_01411,9.09,0,1,low,3,1,5.8,2,2,CSE,0.554,medium,East,2024,0,0,1,8.29,0,2132000.0,36500.0,10.0
STUD_01412,8.17,0,1,high,0,7,7.0,2,2,ECE,0.698,high,East,2023,1,1,1,8.91,0,1791000.0,38946.0,10.0
STUD_01413,8.05,2,0,medium,1,0,6.8,4,3,CSE,0.576,medium,North,2023,1,0,1,8.55,0,2528000.0,43279.0,10.0
STUD_01414,10.0,0,2,none,3,4,8.9,0,2,MBA,0.685,high,North,2023,0,1,1,9.16,0,2290000.0,39212.0,10.0
STUD_01415,6.73,1,2,none,2,3,7.0,4,2,Electrical,0.669,high,North,2024,1,1,1,12.01,0,2380000.0,51737.0,10.0
STUD_01416,8.61,1,1,none,0,5,6.7,0,3,CSE,0.474,high,South,2026,0,1,1,8.54,0,1605000.0,34887.0,10.0
STUD_01417,7.57,0,2,low,5,4,8.2,1,2,CSE,0.661,low,East,2024,1,0,1,8.71,0,2141000.0,36652.0,10.0
STUD_01418,7.82,0,4,medium,5,0,7.0,1,2,ECE,0.62,high,North,2025,1,1,1,8.36,0,1383000.0,19045.0,10.0
STUD_01419,9.33,0,0,high,1,2,6.6,4,3,Mechanical,0.502,high,South,2025,1,1,1,8.95,0,1491000.0,25528.0,10.0
STUD_01420,8.11,0,1,low,2,3,7.0,0,2,CSE,0.675,medium,North,2025,0,1,1,11.92,0,1218000.0,16782.0,10.0
STUD_01421,8.15,0,2,medium,3,4,6.6,2,1,CSE,0.833,high,West,2025,1,1,1,9.93,0,1509000.0,20780.0,10.0
STUD_01422,8.79,0,0,low,3,5,9.6,1,2,ECE,0.725,medium,South,2025,0,1,0,10.52,0,2346000.0,40170.0,10.0
STUD_01423,7.06,0,0,low,1,5,4.9,3,2,Electrical,0.681,high,North,2023,0,1,1,9.78,0,2159000.0,36966.0,10.0
STUD_01424,6.49,1,0,low,2,4,4.1,1,2,ECE,0.648,medium,North,2025,0,1,1,6.97,1,2494000.0,34353.0,10.0
STUD_01425,6.25,2,1,medium,1,5,10.0,2,3,ECE,0.539,high,West,2025,1,1,1,8.89,0,1839000.0,39985.0,10.0
STUD_01426,5.14,1,2,low,3,2,6.5,3,2,Electrical,0.605,medium,North,2026,0,1,1,10.95,0,709000.0,9772.0,10.0
STUD_01427,9.97,0,1,low,2,6,9.4,1,3,Mechanical,0.537,medium,South,2026,0,1,1,11.51,0,1961000.0,33585.0,10.0
STUD_01428,6.18,1,3,none,2,4,5.8,1,1,Mechanical,0.795,medium,North,2024,0,1,1,10.91,0,2810000.0,61105.0,10.0
STUD_01429,7.23,1,1,none,2,5,3.9,0,3,ECE,0.641,medium,South,2024,0,0,1,7.59,0,2012000.0,43743.0,10.0
STUD_01430,7.17,1,2,high,2,2,6.7,2,3,Electrical,0.509,low,West,2025,0,0,1,7.49,0,2387000.0,40872.0,10.0
STUD_01431,7.87,1,1,low,0,4,8.0,1,3,Mechanical,0.45,high,South,2023,0,1,1,8.48,0,2407000.0,41217.0,10.0
STUD_01432,8.48,1,1,medium,3,3,6.9,3,2,MBA,0.623,high,South,2026,1,1,1,10.48,0,1373000.0,23512.0,10.0
STUD_01433,8.53,1,0,none,1,3,7.2,1,2,Mechanical,0.695,medium,North,2024,0,0,1,8.99,0,1430000.0,24477.0,10.0
STUD_01434,6.8,0,0,none,2,4,7.3,1,2,Mechanical,0.754,medium,West,2026,0,1,1,6.69,1,2028000.0,27941.0,10.0
STUD_01435,7.3,1,0,medium,0,5,9.7,3,3,CSE,0.616,high,East,2025,1,0,1,7.89,0,2250000.0,48931.0,10.0
STUD_01436,7.84,1,1,low,1,3,7.2,4,3,CSE,0.614,medium,South,2023,0,1,1,8.29,0,1111000.0,19031.0,10.0
STUD_01437,7.2,2,2,high,4,1,6.4,2,1,MBA,0.708,medium,North,2024,0,1,1,9.56,0,1620000.0,22321.0,10.0
STUD_01438,9.43,0,0,high,2,1,6.3,0,3,CSE,0.509,medium,South,2025,1,1,1,8.09,0,2286000.0,39142.0,10.0
STUD_01439,8.09,1,2,medium,1,4,6.6,1,3,ECE,0.484,low,West,2026,0,0,1,6.97,1,1044000.0,22694.0,10.0
STUD_01440,8.38,0,0,medium,2,5,6.9,1,2,CSE,0.617,high,East,2026,1,1,1,7.76,0,1690000.0,36743.0,10.0
STUD_01441,8.3,1,1,high,1,2,9.0,3,1,MBA,0.796,high,West,2023,0,0,1,9.87,0,742000.0,16132.0,10.0
STUD_01442,8.91,1,1,medium,2,2,9.6,1,3,CSE,0.631,medium,East,2025,0,1,0,10.03,0,2297000.0,31634.0,10.0
STUD_01443,7.72,2,2,low,0,6,8.3,2,2,MBA,0.667,medium,South,2025,0,1,1,10.25,0,876000.0,12069.0,10.0
STUD_01444,5.94,2,0,none,4,2,7.5,2,3,Mechanical,0.537,high,North,2025,0,1,1,9.2,0,1673000.0,36368.0,10.0
STUD_01445,7.98,0,1,medium,1,3,5.6,0,3,CSE,0.497,high,North,2026,0,1,1,7.36,0,2327000.0,39848.0,10.0
STUD_01446,6.72,0,0,low,1,3,5.6,1,1,ECE,0.744,low,North,2023,0,1,1,8.83,0,1405000.0,19350.0,10.0
STUD_01447,6.87,1,1,none,1,2,10.0,1,2,CSE,0.66,high,East,2024,1,1,1,8.23,0,1264000.0,21651.0,10.0
STUD_01448,8.2,2,0,none,1,1,7.9,3,2,CSE,0.577,high,North,2024,1,0,1,9.27,0,3134000.0,43173.0,10.0
STUD_01449,8.99,1,2,medium,1,5,8.9,3,3,ECE,0.596,high,South,2026,0,1,1,6.47,1,1562000.0,26745.0,10.0
STUD_01450,7.53,1,1,none,0,0,8.1,1,2,CSE,0.629,high,West,2025,1,0,1,9.04,0,2724000.0,37526.0,10.0
STUD_01451,7.87,3,0,low,4,1,5.4,0,2,Electrical,0.693,low,South,2026,0,1,1,7.2,0,2948000.0,40605.0,10.0
STUD_01452,9.54,0,1,medium,3,3,5.0,1,3,CSE,0.549,medium,West,2025,0,1,1,8.5,0,1884000.0,40962.0,10.0
STUD_01453,7.79,1,0,medium,2,2,5.6,1,1,Mechanical,0.765,medium,South,2025,0,0,1,10.61,0,1103000.0,23982.0,10.0
STUD_01454,10.0,0,2,low,2,4,9.9,2,2,ECE,0.615,medium,South,2024,1,1,1,8.23,0,1353000.0,18632.0,10.0
STUD_01455,8.18,0,1,medium,3,4,3.5,2,2,Mechanical,0.633,medium,South,2024,1,1,1,7.51,0,1732000.0,37650.0,10.0
STUD_01456,5.39,3,0,none,4,4,5.5,3,2,ECE,0.682,medium,East,2023,0,1,1,9.53,0,500000.0,8561.0,10.0
STUD_01457,8.4,1,0,high,3,4,7.3,0,2,Mechanical,0.643,high,South,2025,0,0,1,9.18,0,1992000.0,43307.0,10.0
STUD_01458,7.96,0,1,low,4,2,3.8,1,2,Mechanical,0.595,medium,South,2025,0,1,1,9.19,0,1752000.0,38097.0,10.0
STUD_01459,9.05,0,1,low,3,4,9.2,0,3,Mechanical,0.556,medium,North,2025,1,0,1,8.92,0,2054000.0,35167.0,10.0
STUD_01460,8.31,0,2,high,2,2,7.0,3,1,CSE,0.769,high,North,2026,1,1,1,10.92,0,2415000.0,41351.0,10.0
STUD_01461,7.33,0,1,none,3,3,7.7,0,2,Mechanical,0.719,medium,North,2024,0,1,1,7.72,0,2602000.0,35838.0,10.0
STUD_01462,6.03,1,0,low,2,5,6.2,2,2,CSE,0.708,low,North,2023,0,1,1,8.01,0,1894000.0,41183.0,10.0
STUD_01463,7.25,2,1,low,6,3,5.0,4,2,CSE,0.647,high,South,2025,1,1,1,8.65,0,1624000.0,22376.0,10.0
STUD_01464,6.48,2,1,low,2,1,6.3,1,2,ECE,0.623,low,North,2023,0,0,1,8.35,0,919000.0,15738.0,10.0
STUD_01465,6.8,1,0,medium,2,2,6.2,0,1,ECE,0.739,high,West,2026,0,1,1,9.5,0,1480000.0,25333.0,10.0
STUD_01466,8.21,0,0,medium,3,3,7.0,1,3,ECE,0.524,medium,South,2024,0,0,1,8.42,0,2354000.0,40304.0,10.0
STUD_01467,9.5,0,1,low,5,3,7.4,2,2,Mechanical,0.675,high,West,2024,1,1,1,10.36,0,1657000.0,36034.0,10.0
STUD_01468,7.97,0,0,high,2,4,8.1,0,2,CSE,0.702,high,South,2026,0,1,1,10.17,0,1736000.0,29726.0,10.0
STUD_01469,6.06,1,1,medium,2,4,7.7,0,2,CSE,0.712,high,North,2025,1,1,1,9.85,0,1869000.0,25744.0,10.0
STUD_01470,8.03,0,2,medium,3,2,7.1,1,2,CSE,0.629,high,East,2026,1,1,1,10.56,0,1844000.0,40098.0,10.0
STUD_01471,8.94,0,1,none,1,3,7.7,0,1,Mechanical,0.724,medium,North,2026,1,1,1,11.0,0,2463000.0,33929.0,10.0
STUD_01472,6.77,1,0,low,0,2,6.9,1,1,ECE,0.729,medium,South,2025,1,1,1,10.17,0,2143000.0,29522.0,10.0
STUD_01473,7.34,2,0,none,2,3,6.6,0,1,CSE,0.653,high,South,2024,0,1,1,10.04,0,1659000.0,22853.0,10.0
STUD_01474,7.52,2,0,low,4,2,8.7,0,1,Mechanical,0.69,low,North,2023,0,0,0,7.55,0,2113000.0,45946.0,10.0
STUD_01475,6.56,1,0,medium,1,8,8.7,2,2,ECE,0.648,medium,South,2026,1,1,1,7.45,0,1643000.0,35726.0,10.0
STUD_01476,8.28,0,1,none,5,2,5.0,2,2,ECE,0.669,high,East,2026,0,1,1,9.7,0,500000.0,6888.0,10.0
STUD_01477,7.35,1,0,none,1,2,7.4,1,2,ECE,0.675,high,East,2026,1,1,1,8.5,0,512000.0,8768.0,10.0
STUD_01478,8.0,0,0,low,1,3,5.7,3,1,Mechanical,0.711,medium,East,2023,1,1,1,9.94,0,664000.0,11361.0,10.0
STUD_01479,6.44,0,0,none,2,3,7.5,1,3,Mechanical,0.525,medium,South,2023,0,1,0,8.32,0,548000.0,7554.0,10.0
STUD_01480,6.98,1,0,medium,1,3,10.0,1,3,CSE,0.537,high,East,2025,0,1,0,6.63,1,1615000.0,27657.0,10.0
STUD_01481,8.37,0,2,high,1,2,7.0,4,3,CSE,0.531,high,East,2026,1,1,1,9.69,0,1827000.0,31281.0,10.0
STUD_01482,7.05,0,1,none,2,2,9.2,3,2,CSE,0.684,high,South,2024,1,1,1,8.96,0,1818000.0,31123.0,10.0
STUD_01483,9.57,1,1,low,5,2,7.9,2,2,Mechanical,0.585,medium,South,2026,0,1,1,8.91,0,500000.0,10871.0,10.0
STUD_01484,7.02,1,0,high,3,3,6.8,2,1,MBA,0.693,high,West,2025,0,0,1,12.05,0,1616000.0,35127.0,10.0
STUD_01485,7.77,2,3,medium,6,2,9.6,0,3,ECE,0.535,high,West,2024,0,1,1,6.12,1,1752000.0,30007.0,10.0
STUD_01486,8.62,0,0,none,2,5,7.1,1,1,CSE,0.682,high,North,2026,0,1,1,10.93,0,1494000.0,20586.0,10.0
STUD_01487,5.8,3,1,low,1,4,8.0,4,2,MBA,0.555,medium,North,2026,0,0,1,10.28,0,500000.0,8561.0,10.0
STUD_01488,5.39,1,0,medium,0,5,7.7,1,2,MBA,0.575,medium,East,2026,1,0,1,9.01,0,3033000.0,51940.0,10.0
STUD_01489,5.67,3,1,medium,0,0,6.3,1,2,MBA,0.638,medium,North,2024,1,1,1,7.94,0,1817000.0,31108.0,10.0
STUD_01490,9.02,0,2,none,2,4,8.4,0,2,Mechanical,0.682,high,South,2023,1,0,1,8.8,0,2312000.0,50258.0,10.0
STUD_01491,6.84,0,0,none,1,4,4.9,1,1,MBA,0.783,low,West,2023,0,0,1,8.64,0,1991000.0,27421.0,10.0
STUD_01492,10.0,0,3,medium,5,3,10.0,3,2,CSE,0.729,high,East,2023,1,1,1,10.43,0,852000.0,11740.0,10.0
STUD_01493,6.82,3,2,medium,3,1,7.6,1,3,CSE,0.555,low,South,2024,0,1,1,5.38,1,1962000.0,42648.0,10.0
STUD_01494,7.72,0,0,none,2,6,9.3,3,3,CSE,0.562,low,South,2025,1,0,1,8.77,0,1641000.0,22608.0,10.0
STUD_01495,9.35,0,1,high,1,4,8.5,4,2,Mechanical,0.637,medium,South,2025,0,1,1,8.15,0,2082000.0,45262.0,10.0
STUD_01496,9.91,0,0,none,3,2,5.6,0,2,CSE,0.64,high,North,2025,1,1,1,8.04,0,2529000.0,43309.0,10.0
STUD_01497,9.97,0,1,low,1,4,6.5,1,1,ECE,0.854,medium,West,2025,1,1,1,10.55,0,2109000.0,36117.0,10.0
STUD_01498,8.95,0,0,none,3,2,7.3,1,2,ECE,0.663,high,West,2024,1,1,1,10.33,0,1091000.0,15028.0,10.0
STUD_01499,8.73,1,1,medium,1,1,7.3,1,2,CSE,0.667,medium,South,2025,0,1,1,9.43,0,1559000.0,33899.0,10.0
STUD_01500,8.21,0,3,high,0,5,6.6,2,2,MBA,0.593,medium,North,2025,0,1,0,11.58,0,1185000.0,16324.0,10.0
STUD_01501,8.43,1,0,none,3,6,4.7,0,3,CSE,0.571,low,South,2025,0,1,1,8.84,0,1631000.0,27928.0,10.0
STUD_01502,6.84,1,2,none,0,1,4.2,1,2,ECE,0.683,medium,East,2026,1,0,1,9.85,0,1491000.0,32409.0,10.0
STUD_01503,6.52,0,0,medium,2,4,3.0,3,1,MBA,0.806,medium,South,2026,0,1,1,9.17,0,1845000.0,31599.0,10.0
STUD_01504,7.5,0,1,low,1,3,6.6,2,2,CSE,0.682,high,South,2025,0,1,1,8.21,0,1072000.0,23308.0,10.0
STUD_01505,7.3,2,0,none,3,1,8.2,0,1,Mechanical,0.744,medium,North,2026,1,1,1,9.5,0,1222000.0,20927.0,10.0
STUD_01506,6.96,1,2,high,4,3,5.2,4,3,MBA,0.542,medium,East,2024,1,1,1,8.47,0,2097000.0,45603.0,10.0
STUD_01507,8.34,0,0,medium,4,3,4.9,2,1,Civil,0.746,medium,West,2026,0,1,1,10.37,0,2607000.0,44644.0,10.0
STUD_01508,8.65,1,2,low,1,1,3.4,4,2,MBA,0.655,low,North,2023,0,0,1,8.76,0,2681000.0,45909.0,10.0
STUD_01509,7.61,2,0,low,4,3,8.5,0,2,CSE,0.713,high,North,2024,0,1,1,8.86,0,1875000.0,25822.0,10.0
STUD_01510,9.27,0,1,low,0,4,9.4,2,2,ECE,0.704,low,West,2023,0,1,1,8.28,0,1609000.0,22162.0,10.0
STUD_01511,6.13,0,1,low,0,5,8.4,1,1,CSE,0.788,medium,South,2024,0,1,1,10.46,0,500000.0,8561.0,10.0
STUD_01512,7.27,0,1,low,1,7,10.0,1,2,CSE,0.751,high,North,2024,0,1,1,9.9,0,1616000.0,35138.0,10.0
STUD_01513,6.64,1,0,low,0,3,5.6,1,1,CSE,0.617,high,North,2026,0,1,1,9.67,0,1993000.0,34125.0,10.0
STUD_01514,5.26,1,1,low,1,1,6.5,3,2,CSE,0.627,medium,West,2024,0,1,1,9.69,0,2643000.0,45247.0,10.0
STUD_01515,7.4,1,1,none,4,3,5.5,0,3,MBA,0.549,medium,South,2026,0,0,1,11.58,0,2156000.0,29698.0,10.0
STUD_01516,7.35,0,2,medium,2,5,9.3,4,2,CSE,0.616,high,West,2024,1,1,1,8.98,0,1179000.0,20182.0,10.0
STUD_01517,9.32,0,0,medium,2,5,10.0,2,2,ECE,0.604,high,North,2024,1,1,1,10.34,0,2231000.0,38204.0,10.0
STUD_01518,8.26,0,1,medium,8,3,8.8,2,3,ECE,0.464,low,North,2025,0,1,1,4.73,1,2516000.0,54698.0,10.0
STUD_01519,6.27,1,2,none,1,2,5.7,0,2,ECE,0.634,high,North,2026,1,1,1,7.98,0,1223000.0,16850.0,10.0
STUD_01520,9.72,0,1,low,1,4,9.6,0,3,Electrical,0.595,medium,East,2024,1,1,1,7.38,0,1443000.0,31384.0,10.0
STUD_01521,8.97,2,1,high,2,3,5.9,2,1,CSE,0.789,medium,West,2024,0,1,1,10.08,0,2648000.0,36470.0,10.0
STUD_01522,8.2,1,0,none,2,2,9.4,1,3,Mechanical,0.512,medium,West,2026,0,1,1,8.2,0,2552000.0,43688.0,10.0
STUD_01523,7.23,0,3,medium,1,1,9.0,1,2,ECE,0.661,medium,North,2025,0,1,1,9.56,0,2171000.0,29911.0,10.0
STUD_01524,6.35,1,1,none,2,4,6.4,2,3,CSE,0.618,medium,South,2023,0,0,1,5.62,1,1221000.0,26550.0,10.0
STUD_01525,7.05,0,1,medium,3,6,4.4,3,1,ECE,0.674,medium,South,2025,1,1,1,10.77,0,1470000.0,25169.0,10.0
STUD_01526,8.81,0,0,medium,3,3,6.2,1,2,MBA,0.642,high,South,2024,0,1,1,9.49,0,2370000.0,51520.0,10.0
STUD_01527,9.76,0,3,medium,2,2,7.8,2,1,CSE,0.764,low,East,2024,0,1,1,9.56,0,1603000.0,22078.0,10.0
STUD_01528,9.35,0,2,high,3,5,8.1,2,3,CSE,0.551,high,North,2026,0,1,1,8.94,0,2711000.0,46427.0,10.0
STUD_01529,6.91,0,0,high,4,1,7.7,1,2,CSE,0.693,medium,North,2023,1,1,1,8.69,0,2639000.0,36347.0,10.0
STUD_01530,6.16,0,0,low,0,4,5.3,2,3,MBA,0.475,medium,East,2025,1,1,1,5.44,0,2461000.0,33901.0,10.0
STUD_01531,7.67,2,1,low,0,2,7.0,1,2,Mechanical,0.6,high,East,2025,1,0,1,8.73,0,1702000.0,29149.0,10.0
STUD_01532,5.38,1,1,low,6,2,7.9,0,1,ECE,0.784,low,South,2024,1,1,1,9.5,0,1498000.0,25653.0,10.0
STUD_01533,7.89,0,2,none,5,1,7.1,1,2,ECE,0.565,medium,North,2023,0,1,1,7.87,0,1726000.0,29549.0,10.0
STUD_01534,7.32,1,0,low,3,3,9.1,1,2,MBA,0.691,high,North,2024,0,1,1,9.2,0,954000.0,13146.0,10.0
STUD_01535,6.94,0,2,high,2,5,6.2,0,3,MBA,0.572,low,East,2023,0,0,1,7.6,0,1497000.0,20623.0,10.0
STUD_01536,5.59,2,0,low,3,3,6.9,1,2,MBA,0.687,medium,South,2024,1,1,1,8.74,0,2074000.0,45091.0,10.0
STUD_01537,8.12,0,1,high,3,2,7.5,0,3,MBA,0.527,medium,East,2024,0,1,0,7.85,0,1842000.0,31547.0,10.0
STUD_01538,6.86,0,1,none,1,4,6.7,4,2,Mechanical,0.675,medium,South,2023,1,1,1,7.36,0,2454000.0,42012.0,10.0
STUD_01539,6.1,0,2,none,5,1,8.1,1,2,ECE,0.591,high,West,2023,1,1,1,7.25,0,2887000.0,39771.0,10.0
STUD_01540,4.05,1,0,low,2,2,7.7,1,3,MBA,0.529,medium,East,2025,1,1,1,8.47,0,2164000.0,37052.0,10.0
STUD_01541,7.47,0,0,medium,1,2,4.7,0,2,Civil,0.652,high,West,2023,1,1,1,10.08,0,2341000.0,32247.0,10.0
STUD_01542,9.63,0,3,none,4,3,8.1,0,1,CSE,0.705,high,West,2023,1,1,1,10.13,0,964000.0,20961.0,10.0
STUD_01543,9.49,0,1,low,4,2,6.1,2,2,CSE,0.661,high,East,2023,1,1,1,10.97,0,1762000.0,30169.0,10.0
STUD_01544,6.95,0,0,high,1,4,4.8,0,1,Electrical,0.693,low,West,2025,0,0,1,9.28,0,2620000.0,56966.0,10.0
STUD_01545,6.78,1,0,medium,3,4,6.0,1,3,CSE,0.563,medium,West,2023,0,1,1,9.14,0,647000.0,14069.0,10.0
STUD_01546,8.06,1,2,none,1,5,7.4,0,3,MBA,0.637,high,West,2023,1,1,1,10.6,0,2168000.0,47141.0,10.0
STUD_01547,6.3,3,2,low,2,2,6.5,3,3,ECE,0.487,low,West,2025,0,0,1,7.8,0,1692000.0,23302.0,10.0
STUD_01548,7.86,1,3,low,1,2,5.9,0,3,CSE,0.549,high,East,2025,1,1,1,7.51,0,2132000.0,46359.0,10.0
STUD_01549,8.42,0,0,medium,2,3,7.1,1,2,CSE,0.569,medium,East,2024,0,1,1,11.28,0,1186000.0,16332.0,10.0
STUD_01550,8.97,0,3,high,4,4,8.1,4,1,CSE,0.708,high,South,2026,1,1,1,9.78,0,3209000.0,54946.0,10.0
STUD_01551,7.38,1,3,none,4,4,8.7,3,3,CSE,0.585,medium,South,2025,0,1,0,7.93,0,2097000.0,28887.0,10.0
STUD_01552,7.26,2,2,low,1,3,6.4,4,2,ECE,0.628,low,South,2025,1,0,0,9.53,0,2126000.0,46225.0,10.0
STUD_01553,6.45,1,1,high,2,1,6.8,0,2,Mechanical,0.687,medium,East,2025,1,1,0,8.21,0,2312000.0,50261.0,10.0
STUD_01554,6.51,0,1,none,1,2,5.5,2,3,Electrical,0.568,low,South,2023,0,1,1,8.51,0,2145000.0,29541.0,10.0
STUD_01555,7.23,4,2,medium,1,1,5.2,0,2,ECE,0.647,high,East,2023,1,1,1,9.21,0,1456000.0,20057.0,10.0
STUD_01556,7.94,0,3,low,1,4,6.4,2,1,ECE,0.699,low,West,2023,1,0,1,9.32,0,2548000.0,35092.0,10.0
STUD_01557,8.6,0,2,high,5,2,7.0,0,3,ECE,0.584,medium,West,2024,0,0,1,10.51,0,1552000.0,26570.0,10.0
STUD_01558,6.54,0,0,none,1,4,5.7,2,2,ECE,0.665,high,South,2024,1,1,1,8.16,0,2842000.0,48667.0,10.0
STUD_01559,9.29,0,1,low,4,1,7.8,4,3,ECE,0.474,medium,North,2026,0,1,1,6.53,1,1919000.0,32853.0,10.0
STUD_01560,7.17,0,2,none,2,1,5.6,1,2,CSE,0.602,medium,South,2025,0,1,1,9.49,0,2242000.0,38387.0,10.0
STUD_01561,7.47,1,0,none,2,2,7.3,0,2,CSE,0.512,high,West,2025,0,0,1,8.05,0,1374000.0,29868.0,10.0
STUD_01562,6.6,1,0,high,2,4,6.5,0,1,CSE,0.682,high,East,2026,0,1,1,9.89,0,1612000.0,22211.0,10.0
STUD_01563,4.59,1,0,low,2,5,6.1,3,3,CSE,0.534,high,South,2026,0,0,1,7.65,0,2668000.0,36748.0,10.0
STUD_01564,8.56,0,2,medium,4,4,6.7,0,2,Mechanical,0.597,medium,West,2024,0,1,1,10.96,0,2421000.0,33352.0,10.0
STUD_01565,8.38,0,1,medium,2,6,8.8,2,2,CSE,0.608,high,East,2025,1,1,1,8.87,0,1654000.0,35968.0,10.0
STUD_01566,7.16,0,0,none,1,4,7.5,4,2,MBA,0.72,high,North,2023,0,1,1,8.06,0,2222000.0,48308.0,10.0
STUD_01567,7.58,2,1,none,2,1,6.5,3,2,Civil,0.701,high,South,2024,0,1,1,8.6,0,2426000.0,41532.0,10.0
STUD_01568,8.12,0,0,medium,3,4,10.0,0,2,Electrical,0.615,low,North,2026,0,0,1,6.62,1,1604000.0,27463.0,10.0
STUD_01569,5.62,1,1,medium,2,3,4.4,0,2,Civil,0.69,medium,North,2025,0,1,1,9.78,0,1465000.0,31859.0,10.0
STUD_01570,6.87,2,0,medium,2,1,7.3,3,2,CSE,0.711,high,West,2023,0,1,1,7.65,0,1164000.0,19926.0,10.0
STUD_01571,8.45,2,2,low,3,4,5.4,4,2,ECE,0.681,low,North,2024,0,1,1,8.23,0,2104000.0,36021.0,10.0
STUD_01572,5.99,0,1,medium,3,2,9.5,0,2,CSE,0.665,medium,North,2024,1,0,0,7.55,0,2194000.0,30224.0,10.0
STUD_01573,7.85,1,3,none,2,2,6.0,2,1,MBA,0.805,medium,North,2025,1,1,1,10.05,0,553000.0,7615.0,10.0
STUD_01574,5.87,0,0,medium,3,1,7.5,1,2,MBA,0.688,medium,South,2025,1,1,1,9.15,0,2215000.0,30516.0,10.0
STUD_01575,8.06,0,3,low,1,5,6.4,0,2,MBA,0.589,medium,South,2024,0,1,1,10.15,0,2155000.0,46847.0,10.0
STUD_01576,7.46,0,0,medium,2,4,5.8,4,2,ECE,0.641,high,North,2023,1,1,1,11.22,0,1770000.0,38473.0,10.0
STUD_01577,5.56,3,2,none,6,6,6.6,3,3,MBA,0.522,medium,South,2026,1,1,1,6.94,0,2436000.0,41717.0,10.0
STUD_01578,8.9,0,0,none,1,2,8.5,3,1,CSE,0.808,high,West,2023,0,0,1,7.77,0,1273000.0,27687.0,10.0
STUD_01579,6.62,0,1,none,2,2,6.2,0,2,CSE,0.621,high,South,2023,0,1,1,8.71,0,1015000.0,13984.0,10.0
STUD_01580,6.53,0,1,medium,1,1,7.7,1,1,MBA,0.712,medium,East,2023,1,1,1,7.7,0,1843000.0,31556.0,10.0
STUD_01581,7.74,0,0,none,0,5,7.1,2,3,ECE,0.601,high,East,2025,0,0,1,8.79,0,2201000.0,37691.0,10.0
STUD_01582,8.88,0,3,low,4,1,6.4,1,3,Electrical,0.563,low,East,2024,0,0,0,7.98,0,2342000.0,32257.0,10.0
STUD_01583,6.28,2,0,medium,1,1,8.8,1,2,CSE,0.756,high,South,2026,0,1,1,7.99,0,2001000.0,43514.0,10.0
STUD_01584,7.57,1,0,low,1,4,5.9,4,3,MBA,0.507,low,South,2023,0,1,1,8.07,0,2040000.0,34931.0,10.0
STUD_01585,8.01,1,1,none,2,1,9.9,3,2,ECE,0.624,high,South,2026,1,1,1,10.34,0,1502000.0,25720.0,10.0
STUD_01586,8.33,1,1,none,1,2,8.0,0,1,MBA,0.806,low,North,2025,0,1,0,11.1,0,2364000.0,51401.0,10.0
STUD_01587,7.71,1,0,low,3,2,7.1,1,2,MBA,0.586,low,South,2023,0,1,1,8.84,0,1784000.0,24578.0,10.0
STUD_01588,7.06,0,0,low,4,4,7.1,2,2,Civil,0.716,medium,South,2024,1,1,1,7.14,0,1789000.0,38901.0,10.0
